Simulación,Start Date,End Date,Rendimiento Anual Promedio,Desviación Estándar Anual,Downside Risk,CAGR,Rendimiento Efectivo,Sortino Ratio
192,2018-09-22,2023-09-22,0.10246107162537262,0.21806474225187356,0.17579741184617387,0.08173620774837764,0.47979183357390287,0.34392469712965523
193,2011-10-29,2016-10-29,0.11516711334304185,0.13536723115074817,0.09786283202917588,0.11180334596301056,0.6966487108156065,0.7476496625524643
194,2012-06-27,2017-06-27,0.1273534002495859,0.12369414569535547,0.09041061947270904,0.12712867328201538,0.8165558637699504,0.9440638804089858
195,2012-08-20,2017-08-20,0.11511158506297432,0.12234985714618894,0.0909793282702305,0.11360225324983886,0.7103862413718274,0.8036065604465151
196,2017-02-14,2022-02-14,0.14573855225574495,0.19451150465545727,0.1727045829906167,0.13504703021793896,0.8830028383051718,0.6006705233837437
197,2016-06-17,2021-06-17,0.16116058794833843,0.19156804225424245,0.17191470995118058,0.1533307125406549,1.0383445133778038,0.6931378238789282
198,2012-05-14,2017-05-14,0.1243029616768736,0.1261007612895858,0.09202080045128261,0.12335913744010041,0.7864534284442304,0.8943951940566546
199,2011-04-19,2016-04-19,0.1067117230935887,0.15742201479888351,0.1198706723560586,0.09887079870885507,0.6004632388984525,0.5398461677212573
200,2010-02-05,2015-02-05,0.14496118479266665,0.15957304107601641,0.12326399306683115,0.1413105598021216,0.9344770940259401,0.8352900326443525
201,2010-04-18,2015-04-18,0.12350662910406937,0.15970498769129318,0.12254289952132946,0.11707334628980037,0.7379082584817827,0.6651273098845074
202,2016-09-05,2021-09-05,0.1645385551242615,0.19091337931887753,0.17136935320537286,0.15737834029449682,1.0743067470523644,0.7150552466484982
203,2012-04-04,2017-04-04,0.11298954704329961,0.12740415868196156,0.09251793724098777,0.11054368561700212,0.6870818165001205,0.7673057696734883
204,2019-08-17,2024-08-17,0.15137747033827526,0.2125334552316893,0.17323834663122897,0.13729477156232583,0.899765767285414,0.6313698581475506
205,2011-09-13,2016-09-13,0.12949417328698642,0.14299550791341298,0.10410482492127532,0.12664356664779586,0.8135172938060611,0.8404430184014048
206,2019-02-22,2024-02-22,0.1428530092167435,0.21253936404944052,0.17339659405984004,0.12764330788864076,0.8215649996118466,0.5816320081923789
207,2015-12-17,2020-12-17,0.13890637341584483,0.19268606449350378,0.1717309610503247,0.12772039503511357,0.8230560675471388,0.5642918016830233
208,2010-04-23,2015-04-23,0.12326083480662033,0.15970390673393006,0.12253423285524219,0.1167991392797727,0.7357796733600361,0.6631684298592634
209,2013-12-05,2018-12-05,0.09117925772992941,0.12844464028070993,0.10205701488880084,0.08643244487198287,0.5126132413902897,0.4818802292376872
210,2014-11-13,2019-11-13,0.09269698028369584,0.13539476702928288,0.10741452211600849,0.08708937247000326,0.517184617367298,0.4719751043433654
211,2012-05-16,2017-05-16,0.12715761299308168,0.1260662856174327,0.0921387811729097,0.12657383509015618,0.8120998138538373,0.9242320324736332
212,2017-10-25,2022-10-25,0.10558007489620526,0.21447483385772853,0.1805900012908546,0.08593298939401994,0.50914504616441,0.35206863304577135
213,2011-04-06,2016-04-06,0.09994174134939127,0.15734416096742476,0.11964530646954823,0.0914728255488435,0.5474338856662764,0.48427926727019943
214,2019-11-16,2024-11-16,0.14938728517382202,0.21285312024733608,0.17262760297419563,0.13495929493373904,0.8803855382869734,0.6220748207334736
215,2018-11-15,2023-11-15,0.12392347492744794,0.216763473846115,0.1750699617637727,0.10551057861734958,0.6492857531843934,0.46794706585924667
216,2015-04-13,2020-04-13,0.07301284228380706,0.18635406376266953,0.16435229837744147,0.057114559630249806,0.3198195270735642,0.18869734460655274
217,2019-09-15,2024-09-15,0.1489237254765004,0.2125605925992734,0.173022431507992,0.13450281662774888,0.876616129913864,0.6179760886758866
218,2019-10-06,2024-10-06,0.15728352972748397,0.21233365575238275,0.17323333344132447,0.14407684315534564,0.9569515847594856,0.6654812179466109
219,2011-03-15,2016-03-15,0.10315559526670066,0.1576261031566183,0.11997486559468123,0.09493620771474731,0.5726478202858962,0.5097367266349481
220,2012-04-29,2017-04-29,0.11506499467137689,0.1265564100586376,0.09205760697982589,0.11296976179847817,0.7055460601017545,0.7936877469277345
221,2019-05-05,2024-05-05,0.13476450392564607,0.2130192602663552,0.1726820092073513,0.11844981295979151,0.7486249101582438,0.5371984282060169
222,2011-07-06,2016-07-06,0.10253754777761143,0.1575594885956597,0.12063006041582537,0.0942697876435794,0.5678753501311198,0.5018446278558736
223,2011-08-18,2016-08-18,0.14107762311053032,0.14596614930970409,0.10526950019805877,0.1392786470898708,0.9173453493368349,0.9411807116412753
224,2013-06-13,2018-06-13,0.11355616459368777,0.12455253565719031,0.0974302921860507,0.11156021850460585,0.6962220462853546,0.7344344657926892
225,2010-10-12,2015-10-12,0.12098935616481157,0.15339210679246243,0.11916395415339537,0.11536278886296425,0.724663760613335,0.662862832355592
226,2010-07-04,2015-07-04,0.15249508040627954,0.1514932044494278,0.11589294812683029,0.15138393289350827,1.0200960167031825,0.9534236741079063
227,2011-04-26,2016-04-26,0.10051668572076101,0.1572102132013576,0.11975377246818265,0.09212319958956461,0.5525815491922776,0.488641689649554
228,2013-12-19,2018-12-19,0.07367947590837322,0.12926903820124427,0.10356341094841075,0.06747564677082618,0.38536692902295244,0.30589448163458116
229,2016-03-27,2021-03-27,0.15222024058967232,0.19121159290665113,0.17130684930854537,0.1431498113165488,0.9511253743367647,0.6434082527030293
230,2019-06-30,2024-06-30,0.14512135386977032,0.2122044495547833,0.17304660224571464,0.13028376237148764,0.8420620634536813,0.5959166636704306
231,2010-12-09,2015-12-09,0.11343010083070795,0.1535054397549021,0.11835599446998965,0.1069482050293058,0.6606812612467052,0.603519079456679
232,2019-06-17,2024-06-17,0.15049695961453324,0.21217915223027267,0.17306957174551726,0.13637889134832748,0.8940675331241201,0.6268979493060047
233,2011-09-21,2016-09-21,0.13378647825891776,0.1421104628592527,0.10309935273657152,0.1316315999880826,0.8539546257006363,0.8902721095974364
234,2010-09-08,2015-09-08,0.12857656000058426,0.1526677339432503,0.11822050628771112,0.1239798754016741,0.7922138587191676,0.7323311557293152
235,2015-07-06,2020-07-06,0.10495184834411614,0.19384961210551024,0.1710259658738223,0.08984668490439796,0.5370173223057244,0.3680835715353309
236,2016-10-24,2021-10-24,0.1682433690386368,0.191115670208638,0.17148702203495003,0.16162709985816215,1.112599990376593,0.7361686472863682
237,2011-03-24,2016-03-24,0.10076015905609634,0.157139214604269,0.11970722484436706,0.09240128338797504,0.5545560590321226,0.49086560257738154
238,2012-02-13,2017-02-13,0.11713508788515054,0.12803405303580412,0.09251793582159856,0.11506565754540499,0.7223713844514481,0.8121137508950999
239,2014-07-23,2019-07-23,0.09187378696730145,0.13384720134016787,0.10529528242231308,0.08642464765996394,0.5125590489892051,0.47365642429515636
240,2012-05-27,2017-05-27,0.127246938979084,0.1258868737083471,0.09240625983881137,0.12669933489494745,0.8131069697856701,0.9225234213329734
241,2016-01-26,2021-01-26,0.15933019720955965,0.1909046246011674,0.1707782345784709,0.1513719651777139,1.0222522797566866,0.6870324986036062
242,2017-04-24,2022-04-24,0.13742132358423242,0.19852877543197262,0.17379286280821904,0.1247620853603435,0.799288149808556,0.5490520268920948
243,2016-04-29,2021-04-29,0.16119208382549124,0.19131774006952226,0.171553510151548,0.15342274193873862,1.0391565948170034,0.6947807930027116
244,2018-08-04,2023-08-04,0.1143304207234685,0.21747506481861276,0.17635258121366157,0.09478762391435946,0.5710180811731633,0.41014665181359555
245,2013-07-05,2018-07-05,0.11116796204546046,0.12374698536573459,0.09644674308397348,0.10902177933554813,0.6769574437352204,0.7171622372487774
246,2010-09-27,2015-09-27,0.11692337127379576,0.15267720244793792,0.11833828485312961,0.11096119984965269,0.6909539014008865,0.6331287576694526
247,2018-03-24,2023-03-24,0.10416698856679694,0.21758714079378227,0.1770780156553824,0.08369282261670774,0.4936675696531523,0.3510711837192837
248,2011-12-03,2016-12-03,0.11996528820090324,0.13019004024117756,0.09348772940292356,0.1179150565628655,0.7436837972114776,0.8339627959609541
249,2013-07-24,2018-07-24,0.11068330046967277,0.12375492629633851,0.09643991708269832,0.10848346098606032,0.6728946465265198,0.7121874691241808
250,2013-03-19,2018-03-19,0.11984780424567353,0.12290644428214015,0.09566544935979798,0.11880094073390635,0.7521474493734273,0.8137504686032232
251,2014-04-16,2019-04-16,0.09799899348398142,0.13241174591105942,0.10487492317998469,0.09330641947973661,0.5609968088712907,0.5339598045557261
252,2010-10-31,2015-10-31,0.1245971716417051,0.15364949177375944,0.11870259756986207,0.11934883377622652,0.7556528300455525,0.6958328910459839
253,2010-10-02,2015-10-02,0.120002475063091,0.15339424588786893,0.11913088537508293,0.11426291285195322,0.7161903688315592,0.6547628250852047
254,2013-02-17,2018-02-17,0.12346499982633305,0.1223675166078635,0.09584104186285188,0.12292684163057888,0.7846682922084032,0.8500011920040385
255,2011-12-23,2016-12-23,0.12482506718185482,0.1286083419197716,0.0927199081928569,0.12358724183331593,0.7890906859749229,0.8932824546113562
256,2011-10-11,2016-10-11,0.12590310454413142,0.13826296363378135,0.09953613593690935,0.1233556910353455,0.7872508746292577,0.842941146492899
257,2015-10-31,2020-10-31,0.10704287267509864,0.19281504628580007,0.17142631672952968,0.09234081120659976,0.5541265108017472,0.3794217475822045
258,2016-04-23,2021-04-23,0.1575350000606366,0.1913651437136449,0.17146550259103902,0.14920443056400745,1.0021984220942355,0.6738090071458757
259,2012-11-16,2017-11-16,0.13585430744515803,0.12000513017520714,0.09007061926451966,0.13725491360059072,0.9013735647954779,1.042008017836831
260,2017-12-08,2022-12-08,0.10437845827735442,0.21781379475267784,0.18018139341834274,0.0838599742213797,0.49481803121464263,0.3461981123240897
261,2017-01-15,2022-01-15,0.1629851672828421,0.19265877500328246,0.17237494483182433,0.15519586150955944,1.0560301948149462,0.7018721160484194
262,2013-02-08,2018-02-08,0.11370822406633811,0.12183890649729026,0.0957626576106824,0.11210007768520036,0.7003418528344818,0.7488119675820172
263,2018-09-11,2023-09-11,0.11220995164031089,0.21783528971005575,0.17612006079547204,0.09238407703183693,0.5538888696796471,0.39864823645414016
264,2015-09-20,2020-09-20,0.12333116090912269,0.19166506166522534,0.17033441115978418,0.11052021151352354,0.6876058201928357,0.47747933230490364
265,2018-05-09,2023-05-09,0.10845696771236056,0.21706369042414872,0.1766691276463154,0.08847574180678874,0.5268682374208924,0.376166275329127
266,2018-01-11,2023-01-11,0.09636920280222654,0.2190396765175742,0.17966331744230288,0.07492946904371123,0.4343356687402511,0.30261715956395313
267,2011-05-02,2016-05-02,0.09747430060427294,0.15729080139691165,0.11962949018883592,0.08879305021209838,0.5290915329176977,0.4637176043858951
268,2015-10-14,2020-10-14,0.1305173072930225,0.19203791771767,0.17034376894555514,0.11844614101843476,0.7493731641922348,0.5196392438711049
269,2010-01-14,2015-01-14,0.12515794497348734,0.16041157462568814,0.12449985215766261,0.1187892440384879,0.751275697839243,0.6679360941583993
270,2013-03-25,2018-03-25,0.11009181549142553,0.12367558041223589,0.09697115279486877,0.1078370612196069,0.668026543640518,0.7021863051939361
271,2010-02-06,2015-02-06,0.14605193978565942,0.15952707636320163,0.12327606117035189,0.14256383250220672,0.945104746388221,0.8440563301407953
272,2014-12-15,2019-12-15,0.10238926431354252,0.13513002534924698,0.10711757811484694,0.09771290712932723,0.5926579520068931,0.5637661472218471
273,2015-01-23,2020-01-23,0.10566477209917235,0.13339323995842878,0.10710814989528603,0.10156788514628956,0.6207756666117341,0.5943970852023308
274,2012-09-13,2017-09-13,0.11515175037361543,0.12186880017190145,0.09112879373059415,0.11371160059212215,0.7112241411918392,0.8027292733609027
275,2016-09-05,2021-09-05,0.1645385551242615,0.19091337931887753,0.17136935320537286,0.15737834029449682,1.0743067470523644,0.7150552466484982
276,2014-10-29,2019-10-29,0.0946532383216314,0.13545808804588447,0.10745668127433176,0.08920803638182417,0.532003136645959,0.48999501657053973
277,2010-08-27,2015-08-27,0.13670780857112413,0.15222662633364714,0.1173847166911096,0.13323027041639657,0.8670662865473373,0.8068154972877916
278,2016-09-01,2021-09-01,0.16547506420848318,0.1909197973401773,0.171462243714005,0.1584606205849548,1.0840080059893094,0.7201297587965586
279,2019-12-01,2024-12-01,0.15535797183049832,0.2128212891405219,0.17298700541685083,0.14175972787485214,0.9372612394832471,0.6552976135828061
280,2017-03-22,2022-03-22,0.15026921503490137,0.1971669378001993,0.17325218492487318,0.13960695055723193,0.9211011335497952,0.624922652963077
281,2016-07-11,2021-07-11,0.16154685514847936,0.19040829781913746,0.1708041333190761,0.1540342407773494,1.0445591272460084,0.6999061019510344
282,2019-07-17,2024-07-17,0.14832312180125268,0.21228117110914207,0.17331237967218413,0.13388787080045428,0.8724811406634585,0.6134767868421177
283,2015-10-28,2020-10-28,0.10831820719187903,0.19267022154462163,0.17130979070702773,0.09376492556667881,0.5648240134341282,0.38712444232271437
284,2013-09-24,2018-09-24,0.11616319196587091,0.12320922612965436,0.09619974029645964,0.11464706553457993,0.7198866760180407,0.7709292326291266
285,2010-01-15,2015-01-15,0.125473496696845,0.1603908373539338,0.12448288240321552,0.11914591563711241,0.7540645868125855,0.6705620490571864
286,2018-06-04,2023-06-04,0.11266375228484171,0.21721799799670727,0.17664134457255096,0.09302610221033913,0.5589998560151024,0.400040842396432
287,2013-04-29,2018-04-29,0.11114973999060417,0.12510170430829942,0.09768784212836554,0.10881352593072213,0.6753847783655627,0.7078643409866582
288,2012-05-06,2017-05-06,0.12040061386012434,0.12627108477242713,0.09195412457673262,0.11896189872909346,0.7518437156265567,0.8526057337939384
289,2014-09-13,2019-09-13,0.09267904321549542,0.13668485251312773,0.10798354794813586,0.08687938855659882,0.5157221982315361,0.4693218937373348
290,2012-12-05,2017-12-05,0.13203784511755928,0.1196294255906156,0.09002722081327226,0.1329755093561371,0.8658960701169753,1.000118012132231
291,2018-03-08,2023-03-08,0.09930859644020974,0.21784272688972806,0.17723961421180123,0.07838264676285145,0.4574858623735951,0.3233396591110044
292,2013-03-24,2018-03-24,0.11009181549142553,0.12367558041223589,0.09697115279486877,0.1078370612196069,0.668026543640518,0.7021863051939361
293,2012-11-11,2017-11-11,0.13266468421362476,0.12012750417246579,0.09018811459209114,0.1336183336874197,0.8711912016463919,1.0052841732382263
294,2013-06-02,2018-06-02,0.11015318089478952,0.12514561518332876,0.0974254736711256,0.10770379673873753,0.6670243254347028,0.6995416940424728
295,2019-12-11,2024-12-11,0.15516733728104437,0.21272583789540103,0.17297895032294638,0.1415654601559444,0.9366348578144617,0.6542260608574882
296,2012-12-25,2017-12-25,0.1346632086326695,0.11932656469230028,0.09013780841971976,0.13599331285683647,0.8899024326454421,1.0280171024481803
297,2014-09-06,2019-09-06,0.08901273304182136,0.1367178245681567,0.10786083524978156,0.08289834054807055,0.4882090304487219,0.4358647226581399
298,2010-04-28,2015-04-28,0.12768713246755442,0.1593274662693027,0.12216493448710436,0.12181917400482312,0.7750806101999248,0.7014052995428036
299,2012-01-22,2017-01-22,0.11766395787983452,0.12826531790455653,0.09247626484233225,0.11562244527299637,0.7259194974116641,0.8181986805894255
300,2014-09-19,2019-09-19,0.08999776760451088,0.1366441247533762,0.107918305280424,0.08397611111824088,0.49561778877257945,0.44476020522921894
301,2017-11-01,2022-11-01,0.1037596552439536,0.21480060586296118,0.18013716694338805,0.08388396725730418,0.49498322725883503,0.3428479324500695
302,2017-10-03,2022-10-03,0.09725684539363079,0.21215993992201573,0.18056500746182785,0.07746389716344826,0.45129757918787394,0.3060218930033401
303,2012-09-05,2017-09-05,0.1198535996579324,0.12235246869329071,0.09112165606601973,0.11889278918626278,0.7513040815936012,0.8543918429393522
304,2016-02-16,2021-02-16,0.1643786348597673,0.19052309843246287,0.17136759758551037,0.15727790574641887,1.0746105039407632,0.7141293720868196
305,2018-01-23,2023-01-23,0.09383136768975088,0.21931530359511678,0.17952460827977776,0.07214141776622407,0.4158598671124001,0.2887145566638695
306,2016-09-24,2021-09-24,0.16464833213762467,0.19059341730483603,0.17104685207916015,0.15757670137162072,1.0760820920396803,0.7170452460642962
307,2016-09-26,2021-09-26,0.16464833213762467,0.19059341730483603,0.17104685207916015,0.15757670137162072,1.0760820920396803,0.7170452460642962
308,2010-11-10,2015-11-10,0.11907216878877622,0.15347873287793068,0.1186201136341377,0.11321313857515292,0.7081340412625736,0.6497394617787282
309,2014-01-15,2019-01-15,0.07807734780981056,0.13353316779058227,0.10558709801245417,0.07158714883404227,0.41220963326403126,0.34168329738123093
310,2014-04-09,2019-04-09,0.09501149294507877,0.1329438883419194,0.1052684722277877,0.08996877570389405,0.5373521074892649,0.5035837589660139
311,2015-05-04,2020-05-04,0.07725144875213331,0.18924971803589158,0.1658770834552722,0.061027692762844366,0.34440929177407886,0.2125154844649693
312,2010-04-29,2015-04-29,0.12434511495752792,0.15924134487122568,0.1220790800368445,0.11809332234378878,0.7458443515043887,0.6745227350392504
313,2016-12-19,2021-12-19,0.1616413510413913,0.19208660827608484,0.1721647560000868,0.15377244386230915,1.0422447776990182,0.6949235942420815
314,2019-11-08,2024-11-08,0.15533696580890707,0.21267910393642375,0.17294571199092706,0.14177051525015094,0.9383720717301789,0.6553326156756801
315,2013-12-21,2018-12-21,0.06436525480317591,0.12976946276154477,0.1040541710946013,0.05751238669242831,0.3220094913526599,0.21493857063012342
316,2012-07-17,2017-07-17,0.12580519933143505,0.12301978648576628,0.09068266633567656,0.12547802015949605,0.8033247144327125,0.9241589679467136
317,2019-01-18,2024-01-18,0.13942415542365522,0.2123794535734032,0.1733797441611303,0.12382327401922533,0.7901382071934144,0.5619119805201359
318,2011-03-09,2016-03-09,0.09464338325099063,0.15783444857827697,0.12008594234204195,0.08562251061080284,0.5069923033985708,0.4383808980825247
319,2012-11-13,2017-11-13,0.13365928455592857,0.1201106878581805,0.09025956082581554,0.13474809057758197,0.88052645835091,1.0155077613640757
320,2018-05-23,2023-05-23,0.10713808414205606,0.2171568512925169,0.17650917707666133,0.08701975726764766,0.5166996619015616,0.36903511319281335
321,2017-09-13,2022-09-13,0.1132480629799669,0.21080433268218904,0.18124462745546685,0.09513897585509845,0.5741022174222179,0.39310441352239844
322,2013-06-16,2018-06-16,0.1135105481393332,0.12448452615720504,0.09746561569458649,0.11151892665302143,0.6959072663650658,0.7337002657779864
323,2012-06-02,2017-06-02,0.1374229352968855,0.12524892121775433,0.09154394204049408,0.13830960775787715,0.9082366848692622,1.0423730196660699
324,2013-10-22,2018-10-22,0.0981089559712471,0.12422190324018317,0.09807549805570044,0.09457143624658926,0.5705972141725308,0.572099628180128
325,2019-06-08,2024-06-08,0.1461334893793572,0.21221621590233905,0.17289186961498246,0.1314249875503677,0.8522654597250383,0.6023041431112686
326,2010-03-01,2015-03-01,0.13982517190902313,0.15909887916350418,0.1231811656162928,0.1355523341683731,0.8862429069214792,0.7941568941939293
327,2019-02-25,2024-02-25,0.14267594515794196,0.21253917780658374,0.17339659405984004,0.1274438180145112,0.8199568719343375,0.5806108574612381
328,2010-09-10,2015-09-10,0.124907690716244,0.15279402032633227,0.11822068673987797,0.1198439708029635,0.7595331018411047,0.7012959660661295
329,2018-09-18,2023-09-18,0.10956839017305277,0.21791681834073204,0.17603398405256757,0.08948410283635289,0.5334209141955812,0.3838371922144044
330,2013-08-10,2018-08-10,0.11118197676197913,0.12379550884595816,0.09644862021543761,0.10903045934699218,0.6770230181230852,0.7172935870668457
331,2011-03-21,2016-03-21,0.10403448653499109,0.15717325517321445,0.11979262188581477,0.09597678553686761,0.5801229916825628,0.5178489756582988
332,2011-01-06,2016-01-06,0.10148278175391397,0.1548438132707944,0.11877642139248751,0.09358062865746208,0.562397494139887,0.5007962107004194
333,2011-08-27,2016-08-27,0.12741182228661135,0.14413467794876447,0.10488713806430608,0.12411742661990255,0.7924766278538986,0.8143212205317828
334,2018-10-11,2023-10-11,0.11855778605589035,0.2176269894645095,0.17546161116427747,0.09938965043133163,0.6042362316386951,0.4363221421933282
335,2018-10-05,2023-10-05,0.10194422933404074,0.21824983082119292,0.17587427235320416,0.0811335536758595,0.475684124983766,0.34083569206561465
336,2012-10-24,2017-10-24,0.1278091949884479,0.12096525906497675,0.09113935956805788,0.12801528832860076,0.8236946816770185,0.9415163261529206
337,2014-12-08,2019-12-08,0.09399484239307228,0.13552300925512675,0.10741364410625392,0.08848183589995506,0.526910912747081,0.48406180449141833
338,2013-09-11,2018-09-11,0.11498684148670814,0.12332597836327407,0.09605919240597617,0.11332128254522633,0.7096907190269699,0.7598111087405663
339,2011-12-12,2016-12-12,0.12896531057045066,0.12956365207088133,0.09288251136428033,0.12810923195337653,0.8253253329347483,0.9362937036594249
340,2014-05-27,2019-05-27,0.08717231646900772,0.1331821183210479,0.10541424633794058,0.08142585857051543,0.47813443523574684,0.4285219316959566
341,2010-09-14,2015-09-14,0.12290048286911932,0.15274304628807006,0.1181723226817107,0.1176081642081872,0.742065892273464,0.6845975523982837
342,2018-07-14,2023-07-14,0.1192215715718103,0.21737209519186193,0.17653830920136906,0.10017782899581018,0.6099813223601509,0.4374210443112789
343,2016-11-23,2021-11-23,0.16960789987610064,0.19084441965174503,0.17219337240860216,0.16327154193599935,1.1275718720035681,0.7410732369727709
344,2019-01-30,2024-01-30,0.14445140565563971,0.21212392247003836,0.1735777114952955,0.1295454527298039,0.8369557170320012,0.5902336467802576
345,2011-07-21,2016-07-21,0.1079266215019667,0.15707075572377238,0.1206840463715178,0.10026509449285936,0.611229232922829,0.5462745365614937
346,2016-09-06,2021-09-06,0.1645385551242615,0.19091337931887753,0.17136935320537286,0.15737834029449682,1.0743067470523644,0.7150552466484982
347,2019-12-27,2024-12-27,0.14533957132234754,0.21329382307151348,0.1730176822550327,0.13026937789338655,0.8428404169594703,0.5972775150809282
348,2017-06-19,2022-06-19,0.10222242749729905,0.20597983135721307,0.17990131502467357,0.08422587356418965,0.4978194657337791,0.33475256970211426
349,2015-02-11,2020-02-11,0.10596955595339438,0.13338000849647114,0.10741448639460922,0.10190512022689768,0.623254172017677,0.5955393736966637
350,2018-11-25,2023-11-25,0.1305492613332223,0.2163652607537408,0.17523263005905612,0.11295252723527338,0.7054143249442419,0.5053240444053132
351,2010-11-03,2015-11-03,0.1252310870398057,0.15369616808877165,0.11870259756986207,0.120050338772546,0.7611523822644453,0.7011732577361695
352,2012-07-09,2017-07-09,0.12470636426709647,0.12330370530746364,0.09053397210003837,0.1242035936676189,0.7931620910681418,0.9135395514924216
353,2014-04-06,2019-04-06,0.09895551347805953,0.13300435056927243,0.10535329687119739,0.09426578615314196,0.5678467290629807,0.5406144389358036
354,2013-10-05,2018-10-05,0.11633898479473354,0.12303905499780245,0.09624377667228091,0.11486628464328774,0.7215772598414874,0.7724030307732492
355,2015-02-08,2020-02-08,0.1062964061777606,0.13342213771320502,0.10738343944885925,0.10225905511087152,0.625858671260163,0.5987553249156391
356,2014-12-25,2019-12-25,0.0960453802717252,0.134446502628914,0.10714954914316896,0.09087279597727727,0.5431952070701747,0.5043920455466584
357,2019-04-18,2024-04-18,0.13197230953195932,0.21272019800881825,0.17267982447017852,0.11540381731695559,0.7249804878610417,0.521035447007287
358,2011-08-31,2016-08-31,0.12603441451629324,0.1440868785150501,0.10477900547781495,0.12257862245585804,0.7810876494857812,0.8020157676919923
359,2010-04-17,2015-04-17,0.12350662910406937,0.15970498769129318,0.12254289952132946,0.11707334628980037,0.7379082584817827,0.6651273098845074
360,2010-05-15,2015-05-15,0.13736784742611685,0.1565058098705553,0.1201808724277132,0.13322895997300366,0.867055508528624,0.7935359887113402
361,2013-09-05,2018-09-05,0.11912479884389504,0.12341374478207322,0.09617158623285106,0.11792356485085298,0.7452933842193206,0.80194995075947
362,2017-02-14,2022-02-14,0.14573855225574495,0.19451150465545727,0.1727045829906167,0.13504703021793896,0.8830028383051718,0.6006705233837437
363,2012-06-26,2017-06-26,0.13077308844586277,0.1236925930656245,0.09046322355488084,0.13098803055674857,0.8477943669302357,0.9813168816829445
364,2019-09-06,2024-09-06,0.14216607456778532,0.2123610611911057,0.17274153040905302,0.12691407598180926,0.815692025339986,0.5798609884408887
365,2014-01-04,2019-01-04,0.07432988852539593,0.13355770926866897,0.10568126581003694,0.06757644419695197,0.38602008700358836,0.3059188237157303
366,2013-03-30,2018-03-30,0.11288486390491391,0.12458279354662789,0.09724573391407411,0.11081048277116157,0.6905138639823707,0.728925178019094
367,2017-03-16,2022-03-16,0.1405171031692947,0.19706687264987097,0.17300793802369466,0.12857547117555446,0.829972569573592,0.5694368957556275
368,2014-06-19,2019-06-19,0.08933043598483875,0.13384137088328138,0.10534527146191969,0.08366673267877323,0.4934880632143164,0.44928866125659755
369,2011-03-08,2016-03-08,0.0933585244473445,0.15782245305380185,0.12003828463490039,0.08423109592588096,0.4973748999039467,0.4278512026688218
370,2010-08-13,2015-08-13,0.1429472828750765,0.14927496913205468,0.11413222994389337,0.1408289287573472,0.930405274568566,0.8844765665640765
371,2019-04-12,2024-04-12,0.13622944573007129,0.21262530434109445,0.1729671982197854,0.12018256238893033,0.7621905101550952,0.5447821708387512
372,2016-02-08,2021-02-08,0.1680886724001533,0.19091930681066643,0.17136720690369459,0.161489638876523,1.1126069425911753,0.7357806355040434
373,2014-02-20,2019-02-20,0.09189661418638592,0.13298031962611634,0.10504256326107585,0.0865750763797759,0.513604836897881,0.47501329591864033
374,2015-06-13,2020-06-13,0.09441871050012117,0.192967607723695,0.17016301608011172,0.07861597726118608,0.4590608263814262,0.3080499611939339
375,2010-05-09,2015-05-09,0.132821209219122,0.1568738745297772,0.12041334360222304,0.12802548207898323,0.824648955613742,0.754245389274659
376,2018-08-05,2023-08-05,0.1143304207234685,0.21747506481861276,0.17635258121366157,0.09478762391435946,0.5710180811731633,0.41014665181359555
377,2016-11-22,2021-11-22,0.1694378081932942,0.19084392026626074,0.17219337240860216,0.16307393947633386,1.1257683214082035,0.7400854423763401
378,2011-01-07,2016-01-07,0.0971012172672385,0.15521623379944557,0.11924179952077382,0.08873759906161927,0.5281871536140876,0.4620964920748197
379,2015-12-13,2020-12-13,0.1378149981276219,0.19293613712633628,0.17180323123493657,0.12643649803197365,0.8118539952228156,0.5577019561209376
380,2018-05-18,2023-05-18,0.1111468994922878,0.21712433683316218,0.17667321352049267,0.09139210290301092,0.5474000265470997,0.3913830405550829
381,2011-02-19,2016-02-19,0.0881088102739455,0.15771369504296043,0.1200071949633152,0.07857373093429953,0.4579001054557481,0.3842170487197907
382,2011-06-18,2016-06-18,0.10902811891861988,0.15651372881132647,0.11901319314470742,0.1015764587059631,0.6202165230739114,0.5631990634611475
383,2013-07-09,2018-07-09,0.11213333826979213,0.1238001154060599,0.09644674308397348,0.11008520739416827,0.685006543755617,0.7271716599981918
384,2011-06-22,2016-06-22,0.10892415490167434,0.15633740462226667,0.11905522609953174,0.1014922178119011,0.6202199663115,0.562126981689362
385,2016-05-22,2021-05-22,0.16028098978424904,0.19168702808365884,0.17183934984694357,0.15229110166891702,1.0291887775707815,0.6883230755330563
386,2015-07-01,2020-07-01,0.10002939036829617,0.19372668504511015,0.17080904706881037,0.08452283083341339,0.49987013921076606,0.33973253386818
387,2011-11-24,2016-11-24,0.13774432938199907,0.13224710099719508,0.09362578208676589,0.13765896510885867,0.902802253518159,1.0226278194746596
388,2013-03-27,2018-03-27,0.11062907910151373,0.12446081681514183,0.09723590316816377,0.10832529582536687,0.6717024397738414,0.7057997803838338
389,2012-03-06,2017-03-06,0.1224708003011739,0.12790845096259604,0.09249534247978061,0.12104677008179565,0.7681858061092404,0.8699984036359965
390,2018-09-03,2023-09-03,0.11285064886442983,0.21779710109033462,0.17617942019764363,0.09309296992999272,0.5589252897079764,0.40215053940436024
