Simulación,Start Date,End Date,Metodología,Rendimiento Anual Promedio,Desviación Estándar,Rendimiento Efectivo,Downside Risk,CAGR,Sortino ratio
180,2016-08-30,2021-08-30,MinVar,0.157898607281148,0.1721966468503711,1.054270531751988,0.149618373682003,0.154888584362743,0.7746281718545973
180,2016-08-30,2021-08-30,MaxSharpe,0.27935216113267464,0.21441066877562792,2.6322601029171113,0.17754226313913452,0.2943470165069151,1.3368769606517232
181,2017-02-25,2022-02-25,SVR-CPO,0.1624958596217797,0.21625827703361034,1.014331960549696,0.18010179974359464,0.15036202466976523,0.6690430622754794
181,2017-02-25,2022-02-25,XGBoost-CPO,0.16551601145818737,0.20692032923543682,1.065396289044731,0.17749511152524883,0.15613701008489334,0.6958840184205135
181,2017-02-25,2022-02-25,EqualWeight,0.15916080092884968,0.20577207754663207,1.0029664536182379,0.1779549365591551,0.14906076457133555,0.6583734241612541
181,2017-02-25,2022-02-25,MinVar,0.12596417322046657,0.1703340163844351,0.7531528493784074,0.14437776187737808,0.11884682222132947,0.5815589058083505
181,2017-02-25,2022-02-25,MaxSharpe,0.1601318234617557,0.24938160374089852,0.9143356895651722,0.20125995225144813,0.13870529862203518,0.5869614006176715
182,2017-09-20,2022-09-20,SVR-CPO,0.12693803411168078,0.25455760206337313,0.6076836026396548,0.20320094312775505,0.09962793130131153,0.41800019627999035
182,2017-09-20,2022-09-20,XGBoost-CPO,0.09846743611800794,0.2640815469090728,0.37322741892498534,0.22873307500375156,0.06549708268416898,0.24687044546173215
182,2017-09-20,2022-09-20,EqualWeight,0.12447083203424966,0.24991291498260781,0.5967003286046908,0.20920760197099486,0.0981211283532255,0.3942057136417234
182,2017-09-20,2022-09-20,MinVar,0.1526310429822925,0.2082048615761286,0.9309829489741219,0.1771965996678481,0.1406791754825878,0.6243406656203812
182,2017-09-20,2022-09-20,MaxSharpe,0.17747401862924705,0.2543983358154019,1.0710223306948214,0.21852048371861324,0.15676626358206036,0.6199602724827191
183,2013-02-03,2018-02-03,SVR-CPO,0.24936903917963346,0.1539880786069631,2.3092123150941073,0.10499449556114054,0.2704546221164046,1.9750467686077697
183,2013-02-03,2018-02-03,XGBoost-CPO,0.28702373270331644,0.14392751226977352,3.029008530262362,0.10483693871882213,0.3214666554776693,2.337188930711552
183,2013-02-03,2018-02-03,EqualWeight,0.24133348368538654,0.14078487404341608,2.2082118936680155,0.10474950976014301,0.2626019959373549,1.90295385765359
183,2013-02-03,2018-02-03,MinVar,0.16667301344367863,0.11469327613807546,1.2403454660848854,0.07626715908968473,0.1750939517465444,1.6346880483259125
183,2013-02-03,2018-02-03,MaxSharpe,0.14038899837965552,0.13090287390654765,0.9428898174438445,0.08744630547066466,0.14208264688754269,1.1251361375428464
184,2015-05-07,2020-05-07,SVR-CPO,0.18261238838839597,0.22083853902604514,1.215667958494862,0.19338351953093816,0.17239125113647802,0.7271167094768917
184,2015-05-07,2020-05-07,XGBoost-CPO,0.08576833843115693,0.21743240357053434,0.3666492256095124,0.18299704744495418,0.06443776456310246,0.23917510715205673
184,2015-05-07,2020-05-07,EqualWeight,0.12407802620916276,0.20531159566316642,0.6786801509021114,0.17705513103754697,0.10911127630805151,0.46357327081222516
184,2015-05-07,2020-05-07,MinVar,0.053435138291575805,0.190666658342914,0.193592374349987,0.17051863703277778,0.03601226542089053,0.06706092947117384
184,2015-05-07,2020-05-07,MaxSharpe,0.11262833344532348,0.2042291791310478,0.5870120682460342,0.17151541480527605,0.09672963261767875,0.4117900045631984
185,2017-07-31,2022-07-31,SVR-CPO,0.1734511374114853,0.20675188010952728,1.1480291255038533,0.16956394258635507,0.16524467020098266,0.7752304847744396
185,2017-07-31,2022-07-31,XGBoost-CPO,0.1638082656910626,0.20920210615890505,1.0411939425705916,0.17581396501885982,0.15341432130372423,0.6928247461912144
185,2017-07-31,2022-07-31,EqualWeight,0.163899735231404,0.21520027736024022,1.0283068722740571,0.1875073104476701,0.15195401410344256,0.6501065741936712
185,2017-07-31,2022-07-31,MinVar,0.15540589049613232,0.1953829682529363,0.9843250486095201,0.17122072289303472,0.14691362545685172,0.6623374120840467
185,2017-07-31,2022-07-31,MaxSharpe,0.144985557543884,0.21823915957300263,0.8388392031538645,0.18283228882016153,0.1295773999326315,0.5632788289664918
186,2016-12-10,2021-12-10,SVR-CPO,0.19742523546749216,0.2234823945117771,1.38052334343217,0.19755867047753067,0.1894461996192831,0.7867295071980627
186,2016-12-10,2021-12-10,XGBoost-CPO,0.2451338172822351,0.22480514917344951,2.0225873186742125,0.18975498141197153,0.2476389514934092,1.0705058479662104
186,2016-12-10,2021-12-10,EqualWeight,0.21159885301499723,0.21055504921769247,1.5934177526449744,0.18314860948793882,0.2100012769452908,0.9260176939872758
186,2016-12-10,2021-12-10,MinVar,0.14271764847498966,0.1794614431619731,0.8917100965501816,0.1483270619990028,0.13600043391624816,0.6790240912050612
186,2016-12-10,2021-12-10,MaxSharpe,0.24748945497565794,0.21964685115368923,2.077356950677778,0.1703040617389212,0.25212861963493083,1.206603370920633
187,2018-07-09,2023-07-09,SVR-CPO,0.1423898308066809,0.21936396213742432,0.8116368320282654,0.17677865124813102,0.1262149676153299,0.5678843576296505
187,2018-07-09,2023-07-09,XGBoost-CPO,0.14733972915118085,0.21835667594107455,0.8589971567103873,0.17608903521138786,0.13204350822491895,0.598218560427256
187,2018-07-09,2023-07-09,EqualWeight,0.14608674019971157,0.21746473669035338,0.8492711055219684,0.1771801549774383,0.13085631572902834,0.5874627449838596
187,2018-07-09,2023-07-09,MinVar,0.10012552798360844,0.1962680530816565,0.5011291682060677,0.15940907606071797,0.0846470601587277,0.36463123317689117
187,2018-07-09,2023-07-09,MaxSharpe,0.18622745100215982,0.23623060595310066,1.214707609678738,0.18224793961452287,0.17239169986004388,0.791380420032286
